State,South,Region,Division,UER23,PR23,PNH,PH,SCR,PC
3,0,1,3,1.9,13.4,10.21474173,36.97040046,32.75295028,20.06190753
21,1,2,5,4.2,14.8,13.30501374,42.90418753,26.11118689,17.67961184
20,1,2,4,4.1,20.9,15.40884313,40.21804967,28.56450636,15.80860085
27,0,1,2,3.9,14.2,8.80519393,29.69773215,28.87270154,32.62437238
38,0,1,3,2.8,8.9,8.138351984,32.16683622,36.76500509,22.92980671
3,0,1,3,3.1,27.7,13.14655172,34.9137931,31.68103448,20.25862069
24,1,2,6,4.6,16.7,12.43590597,39.44196577,29.03376174,19.08836652
42,0,0,0,3.1,12.6,5.468799336,32.42667821,31.62828042,30.47624203
39,1,2,4,2.2,10.1,8.032269379,23.53560154,27.1062785,41.32585058
9,1,2,4,3.6,15.6,16.18031359,40.86999129,28.07055749,14.87913763
5,0,3,8,4.8,11.3,16.70006009,26.33554689,31.88037533,25.08401769
11,1,2,6,3.6,16.0,10.59800355,34.64875455,36.00460242,18.74863949
14,1,2,5,3.6,19.4,14.79264643,37.2039333,32.23599829,15.76742198
40,0,1,3,2.1,14.9,2.905338512,15.83085827,27.92628132,53.33752189
29,0,1,3,3.4,15.4,8.997456549,31.35862654,35.33276812,24.31114879
20,1,2,4,3.5,14.2,11.40386991,38.02662275,32.40016468,18.16934267
41,1,2,4,3.8,17.5,10.87669342,32.21157995,33.75327178,23.15845486
23,1,2,4,4.3,21.5,21.9637224,45.69532072,20.29442692,12.04652997
5,0,3,8,8.3,19.0,22.86501673,27.67452265,30.88688463,18.57357599
4,1,2,6,3.3,12.5,11.60937935,31.22042861,33.57570276,23.59448928
41,1,2,4,4.4,21.7,16.6855484,33.39233874,30.5600793,19.36203356
10,0,1,2,3.7,11.3,9.848267965,43.87346121,29.62353278,16.65473805
37,0,1,3,2.6,13.1,10.3100162,32.83610201,33.38606999,23.46781181
37,0,1,3,3.9,10.5,9.131633356,32.66712612,34.28669883,23.9145417
47,0,0,0,3.3,12.7,13.71724185,28.69299028,25.38875592,32.20101195
15,0,1,3,3.1,15.8,8.404281626,33.00597025,27.04631363,31.54343449
14,1,2,5,2.8,17.7,16.13931665,30.01082772,35.29234841,18.55750722
6,1,2,5,4.8,26.9,16.89592525,39.55792024,23.73475214,19.81140237
27,0,1,2,4.1,13.1,14.15250598,43.58014846,29.70983375,12.55751181
4,1,2,6,3.4,6.4,5.840286875,17.74845194,29.00894535,47.40231583
40,0,1,3,2.3,9.2,7.077688692,34.019906,36.19021288,22.71219242
9,1,2,4,4.2,26.1,20.61532432,41.45927232,25.08328434,12.84211901
24,1,2,6,4.3,30.0,25.78453575,38.25622776,19.3626658,16.59657069
13,0,0,1,3.9,12.0,9.739801635,44.50139021,27.41627588,18.34253227
0,0,1,3,2.0,13.7,12.12293682,39.55606147,27.94536141,20.3756403
21,1,2,5,4.2,12.3,12.02339359,37.61203099,30.35090384,20.01367158
41,1,2,4,2.9,14.0,12.15634707,31.11388766,30.99243778,25.73732749
10,0,1,2,2.7,9.6,6.911979453,32.88420311,32.93184337,27.27197407
32,0,3,7,3.8,9.0,12.7860796,32.90379725,36.77247921,17.53764393
23,1,2,4,5.1,19.7,16.32121541,51.06890939,20.74877916,11.86109604
26,0,1,2,4.8,13.4,9.966707404,36.07400228,32.78267099,21.17661933
4,1,2,6,4.0,22.0,28.28588734,34.70623864,26.28709873,10.72077529
13,0,0,1,3.3,14.4,6.782403158,45.21181384,23.92142464,24.08435836
15,0,1,3,3.6,17.5,12.03977008,46.85412459,29.11294081,11.99316452
15,0,1,3,3.5,15.5,14.82936411,42.89630903,28.89352648,13.38080039
37,0,1,3,2.7,11.9,8.52544798,20.10111058,25.85651019,45.51693125
11,1,2,6,3.5,17.7,8.986638288,43.5378976,30.03429112,17.44117299
32,0,3,7,5.8,9.6,12.33004199,32.24605607,38.21813642,17.20576552
31,1,2,4,3.2,12.1,9.620298314,29.97411542,29.64626624,30.75932003
12,0,3,8,5.1,15.1,9.763372137,31.35509397,39.16761774,19.71391615
14,1,2,5,4.0,23.6,17.03729577,34.39282804,32.69297939,15.87689681
21,1,2,5,3.4,14.5,12.5624875,37.88742252,26.61467706,22.93541292
30,0,3,7,3.8,13.0,7.325157441,32.21743454,37.5372887,22.92011932
6,1,2,5,5.6,16.0,16.17976131,39.57608155,30.06588762,14.17826952
0,0,1,3,2.2,4.9,4.326590354,19.93461193,33.87054434,41.86825337
9,1,2,4,2.8,23.4,20.28111118,36.86932308,27.15308626,15.69647948
37,0,1,3,2.5,10.1,6.55810841,31.3852331,40.53089449,21.525764
33,0,1,2,4.0,11.8,12.11940572,39.59556126,34.0746515,14.21038151
42,0,0,0,2.6,11.5,5.161169498,33.96787626,29.97774693,30.89320731
20,1,2,4,3.2,15.1,13.89272878,38.54022671,29.50880103,18.05824348
2,0,3,7,3.6,19.3,14.11481118,29.44379966,35.0950808,21.34630837
13,0,0,1,4.0,12.0,9.945022937,49.31005607,23.45991408,17.28500692
20,1,2,4,2.9,12.8,9.881167977,34.34716813,29.24408941,26.52757449
17,1,2,4,3.9,14.8,9.722025107,22.61506224,29.56123434,38.10167831
30,0,3,7,2.7,8.0,4.934716207,19.57941263,31.58498916,43.900882
19,1,2,6,2.8,18.2,11.5631949,28.39112927,26.72035579,33.32532003
7,0,1,2,3.4,16.0,10.93869023,43.81352428,31.54939387,13.69839163
33,0,1,2,4.5,15.0,8.209247649,42.36873041,30.5838558,18.83816614
33,0,1,2,4.0,6.9,5.203829524,27.11164299,31.6051575,36.07936998
9,1,2,4,4.6,22.2,12.15319862,31.8370465,31.94943329,24.06032159
8,1,2,5,3.0,21.5,16.11813106,43.00617103,27.13047311,13.7452248
19,1,2,6,2.3,14.0,11.77829099,37.25943033,30.98537336,19.97690531
33,0,1,2,5.3,17.0,14.65305852,33.79945656,39.28689774,12.26058718
40,0,1,3,2.8,6.7,2.794271743,34.56747002,37.94388171,24.69437653
16,0,3,7,2.5,5.6,3.477662503,17.71120051,26.68854542,52.12259157
36,0,0,1,3.8,5.5,6.15057934,17.97345509,18.52497382,57.35099175
5,0,3,8,13.0,12.3,26.80744452,29.6206156,29.04795991,14.52397996
33,0,1,2,5.8,15.2,14.06604747,32.68317853,34.4375645,18.81320949
16,0,3,7,2.9,5.3,0.0,12.30769231,40.64102564,47.05128205
30,0,3,7,2.6,11.5,14.62242105,27.10823262,37.37063497,20.89871136
37,0,1,3,3.8,7.7,7.706554172,35.26425901,37.42497513,19.60421168
13,0,0,1,3.8,14.5,7.418034765,37.51870465,25.43617358,29.62708701
14,1,2,5,3.5,21.4,13.65239568,31.98220196,34.03874329,20.32665907
4,1,2,6,3.5,12.0,12.68679475,32.55213832,36.56133437,18.19973256
20,1,2,4,2.6,7.2,6.213589474,28.46344028,27.9391287,37.38384154
20,1,2,4,2.5,8.2,9.199297843,40.79983315,26.71845943,23.28240958
18,0,3,7,4.9,14.1,14.37177281,25.38726334,41.22203098,19.01893287
6,1,2,5,5.2,17.0,14.83779026,32.64313857,31.45276218,21.06630899
37,0,1,3,3.6,13.7,7.677236775,29.62412017,38.20114651,24.49749655
4,1,2,6,3.9,16.9,16.46313885,32.70013569,34.69018544,16.14654003
31,1,2,4,2.8,11.8,9.233590421,27.8548699,34.87021042,28.04132925
8,1,2,5,2.5,13.6,10.69596957,33.60336357,28.61653139,27.08413547
27,0,1,2,3.1,10.6,10.34186566,43.98728741,31.99622058,13.67462635
33,0,1,2,4.4,10.6,5.507631055,42.52156603,34.37956204,17.59124088
33,0,1,2,4.9,17.0,12.69106068,40.52802223,30.16608218,16.61483491
7,0,1,2,4.0,13.7,11.74817771,46.89497903,26.31836136,15.0384819
20,1,2,4,4.6,23.4,14.98306708,39.0004447,27.71525331,18.30123491
9,1,2,4,2.2,12.2,17.74108422,34.34366282,30.57377667,17.34147629
9,1,2,4,3.3,19.7,13.70390218,44.25878112,28.02650168,14.01081502
19,1,2,6,3.2,16.0,11.50812741,24.13517507,29.26193045,35.09476706
19,1,2,6,3.8,19.9,12.47805734,36.49795202,29.68110006,21.34289058
17,1,2,4,3.6,17.0,10.21770164,29.76088508,30.01427552,30.00713776
18,0,3,7,2.4,5.1,4.98775482,14.30788866,22.63461074,58.06974578
15,0,1,3,3.1,14.6,11.22458674,36.566597,31.18943568,21.01938058
32,0,3,7,3.6,11.5,10.7537947,35.55441214,37.12374582,16.56804734
40,0,1,3,3.2,7.9,4.59392945,31.76970691,32.11276009,31.52360355
6,1,2,5,4.7,14.3,11.83533448,42.46998285,28.69639794,16.99828473
10,0,1,2,3.4,10.7,8.471806047,34.51375647,33.88722419,23.12721329
23,1,2,4,6.0,19.6,17.07994446,49.821464,18.90497917,14.19361238
37,0,1,3,4.7,13.5,8.629977818,34.75229745,39.12538291,17.49234182
20,1,2,4,4.4,20.0,12.29914301,39.35457954,35.86636315,12.4799143
33,0,1,2,6.2,14.7,11.35331376,30.79926873,33.25150578,24.59591173
44,0,3,7,4.3,17.7,10.36682616,31.43939394,39.34659091,18.847189
39,1,2,4,2.5,15.4,10.60215771,33.37020425,26.8910237,29.13661434
6,1,2,5,7.6,19.2,17.21477428,39.36525308,27.98905609,15.43091655
17,1,2,4,3.2,9.2,8.78594967,27.1172858,30.7654284,33.33133613
20,1,2,4,4.0,19.7,18.3804051,35.02465664,28.40200514,18.19293312
17,1,2,4,4.7,22.7,15.28050491,34.77559607,33.19775596,16.74614306
25,0,0,1,4.6,15.8,11.47598457,35.40668459,32.6019633,20.51536754
37,0,1,3,3.3,10.3,5.43422006,30.18321085,45.04709657,19.33547252
1,0,3,8,4.3,12.9,6.23194095,21.36003552,34.32200936,38.08601417
12,0,3,8,4.2,11.8,12.94196131,30.48699133,35.62374917,20.9472982
36,0,0,1,4.2,10.0,6.658090885,33.08381458,26.56188704,33.6962075
11,1,2,6,3.1,14.9,9.275013175,35.64330347,38.77136189,16.31032146
19,1,2,6,3.9,19.5,9.427403644,32.95389434,33.447929,24.17077301
4,1,2,6,4.6,20.5,18.91361699,38.63221268,31.23182033,11.22235
4,1,2,6,4.4,14.9,18.05105734,30.76776529,31.72032768,19.46084969
26,0,1,2,5.0,17.9,9.108612843,31.55486283,36.49829512,22.83822921
24,1,2,6,4.3,18.3,21.78224547,43.95164029,20.6140053,13.65210895
14,1,2,5,3.4,17.5,20.9833569,33.48199717,32.45948004,13.07516589
14,1,2,5,4.1,22.1,19.36025274,39.5300622,29.19340507,11.91627999
35,0,3,7,2.8,13.6,5.289467566,29.90002325,35.01511276,29.79539642
3,0,1,3,3.1,16.3,8.29674489,37.22937169,36.1998486,18.27403482
33,0,1,2,5.4,9.2,8.959875341,32.86493405,34.13378596,24.04140464
38,0,1,3,1.7,10.9,5.076378539,25.47503726,44.46721311,24.98137109
10,0,1,2,3.6,10.0,8.272637353,34.96687948,34.4783143,22.28216887
10,0,1,2,5.5,13.5,4.630004044,32.36959159,39.62798221,23.37242216
37,0,1,3,2.7,8.1,5.09702458,32.29624838,36.04139715,26.56532988
5,0,3,8,5.7,13.8,14.45625346,25.57799829,38.99158817,20.97416008
19,1,2,6,3.9,23.6,14.58360316,42.98665976,28.09221603,14.33752105
1,0,3,8,4.3,10.2,14.1573685,23.37523547,32.2471381,30.22025793
26,0,1,2,7.7,13.1,8.225899557,35.32807389,36.2901674,20.15585915
19,1,2,6,2.8,12.9,7.728882356,24.73598042,31.91197778,35.62315945
25,0,0,1,3.3,14.5,12.34554617,29.81115834,28.15767293,29.68562257
17,1,2,4,3.3,12.8,8.126686368,27.16818707,31.80007709,32.90504947
17,1,2,4,6.3,28.6,17.64125868,36.06704964,31.47989368,14.81179799
17,1,2,4,3.9,13.7,11.3376518,28.95745603,35.78182465,23.92306752
17,1,2,4,4.0,14.7,14.86208786,26.87460042,36.6494657,21.61384601
27,0,1,2,3.0,9.0,8.266860044,37.14648296,29.70449601,24.88216099
29,0,1,3,2.5,11.0,6.790665029,35.14651693,34.70784348,23.35497456
19,1,2,6,3.2,10.4,8.27361789,30.68508326,34.18146571,26.85983314
35,0,3,7,2.6,9.5,3.765856237,41.38477801,35.43868922,19.41067653
11,1,2,6,5.6,18.4,12.17044758,52.08461067,23.56683017,12.17811159
11,1,2,6,4.6,25.0,22.11115554,41.09023057,23.7638278,13.03478609
21,1,2,5,5.2,17.5,17.60312341,47.34340519,22.35613648,12.69733492
37,0,1,3,2.4,5.0,3.745178952,18.67465005,28.70189066,48.87828034
20,1,2,4,3.7,18.7,10.78471558,31.71957311,34.29733874,23.19837258
13,0,0,1,4.5,18.9,10.04251138,47.49524684,23.53186217,18.93037961
23,1,2,4,3.8,16.6,9.60660994,50.52410901,21.92625478,17.94302627
20,1,2,4,2.7,9.9,10.95730959,41.06081102,26.61150785,21.37037154
4,1,2,6,3.3,8.9,10.77788191,25.9606373,41.14339269,22.1180881
15,0,1,3,3.1,11.5,9.193892628,40.74864554,31.66967657,18.38778526
31,1,2,4,4.0,21.1,17.78644215,40.63777288,27.48111733,14.09466765
27,0,1,2,3.6,17.7,14.41429517,46.88285903,27.55790867,11.14493713
15,0,1,3,2.9,15.3,12.54554095,44.85981308,26.05734199,16.53730398
0,0,1,3,1.5,10.3,7.352941176,24.3697479,38.86554622,29.41176471
30,0,3,7,3.0,10.0,5.76986482,35.77316189,32.27827234,26.17870096
33,0,1,2,3.6,11.0,14.31215299,34.63911166,32.26403455,18.7847008
6,1,2,5,4.4,16.0,12.27388535,39.16242038,31.93630573,16.62738854
30,0,3,7,5.7,14.5,8.885754584,35.81100141,35.85331453,19.44992948
6,1,2,5,5.6,28.9,20.63199238,38.24089502,27.18400381,13.94310878
37,0,1,3,3.4,9.2,5.431911714,28.25494973,37.73673758,28.57640097
44,0,3,7,3.7,17.3,15.76185671,30.30877901,39.33804238,14.5913219
11,1,2,6,5.0,34.3,14.31580252,44.18014,28.60063185,12.90342563
9,1,2,4,2.8,21.6,18.48958333,42.01388889,25.08680556,14.40972222
29,0,1,3,2.1,11.8,3.811338733,27.48928061,47.16531682,21.53406384
29,0,1,3,2.0,11.9,5.107022155,37.92714983,32.40705971,24.55876831
31,1,2,4,3.2,23.5,12.24564285,38.69878639,30.21261064,18.84296012
14,1,2,5,4.0,22.8,12.95296839,43.99162903,35.06994162,7.985460954
11,1,2,6,4.9,18.8,12.41930526,36.95050722,33.7841992,16.84598832
26,0,1,2,4.3,14.0,9.085754166,35.12278636,33.58741167,22.20404781
8,1,2,5,2.3,15.8,14.60270693,38.94668999,28.23865206,18.21195102
16,0,3,7,3.3,9.1,11.54268799,24.45336503,32.04772263,31.95622435
19,1,2,6,3.0,21.8,15.68757021,41.96788476,29.05570607,13.28883896
5,0,3,8,6.3,20.1,12.05343274,27.5240758,37.41845294,23.00403852
40,0,1,3,2.9,11.5,7.507765614,24.27063542,28.67607588,39.54552309
9,1,2,4,3.3,16.2,7.976507723,31.73527205,40.40516416,19.88305607
4,1,2,6,4.0,15.7,20.64924411,29.05777569,33.22102426,17.07195594
4,1,2,6,5.5,29.7,32.64198488,31.5758868,21.34134522,14.4407831
21,1,2,5,2.5,4.9,4.068726882,13.2120272,20.88354612,61.8356998
22,0,3,7,3.0,9.6,5.524196474,24.19937604,38.23550751,32.04091997
1,0,3,8,3.4,14.9,8.04001708,30.89733423,36.73519185,24.32745684
37,0,1,3,3.0,13.6,5.267740531,36.87418372,40.40052242,17.45755333
33,0,1,2,4.4,11.6,13.2566168,42.40506329,24.36133487,19.97698504
9,1,2,4,3.7,13.0,9.995737762,28.20338769,32.69768103,29.10319352
13,0,0,1,3.4,10.8,16.74475205,49.02951019,19.2272589,14.99847886
13,0,0,1,4.4,15.9,7.48653752,46.82145605,25.34442968,20.34757675
19,1,2,6,3.1,18.0,12.35481075,43.05114129,26.91129731,17.68275065
0,0,1,3,2.5,10.3,7.779408681,33.94841686,32.54351017,25.72866429
2,0,3,7,4.2,19.9,13.554649,30.35293237,39.44633656,16.64608206
25,0,0,1,4.0,11.7,13.27479162,41.14842383,28.07601276,17.50077179
24,1,2,6,4.1,17.7,14.99648097,39.46727302,30.64262899,14.89361702
5,0,3,8,7.5,17.7,21.40307517,23.01607294,31.72635598,23.85449591
9,1,2,4,3.6,18.0,15.08827103,40.24015438,29.81202201,14.85955257
8,1,2,5,4.4,25.5,22.18629453,37.60494668,28.74404357,11.46471523
17,1,2,4,4.2,19.3,11.44401252,33.44078885,34.54536835,20.56983028
4,1,2,6,2.6,12.2,19.26751592,45.7233849,19.29026388,15.7188353
33,0,1,2,4.3,11.9,6.291906437,28.20572816,30.38248649,35.11987891
19,1,2,6,3.4,18.8,13.78302077,40.91550716,30.42952208,14.87194999
21,1,2,5,4.2,14.6,10.35294118,39.80598555,31.34571723,18.49535604
26,0,1,2,4.8,10.4,6.057461219,32.90364868,35.19226568,25.84662443
40,0,1,3,2.4,10.0,7.823571945,33.10195228,37.88864787,21.18582791
18,0,3,7,3.1,10.8,6.825670799,31.7903656,44.21779382,17.16616978
1,0,3,8,8.4,17.2,7.858025781,30.14303373,43.68709165,18.31184884
35,0,3,7,2.7,12.7,2.685421995,37.08439898,34.39897698,25.83120205
2,0,3,7,3.2,16.2,8.210659898,27.29060914,35.72335025,28.77538071
19,1,2,6,3.5,18.7,10.08749021,32.06777226,28.42778793,29.4169496
37,0,1,3,3.0,9.7,7.459066101,32.42874469,41.13098848,18.98120073
4,1,2,6,4.1,12.7,13.68229325,33.57618862,30.84840337,21.89311476
4,1,2,6,4.0,21.1,16.72966311,37.69926048,31.6516023,13.91947412
4,1,2,6,4.4,15.2,13.27645961,31.51752125,32.94528866,22.26073047
19,1,2,6,3.7,14.2,10.44858102,36.31370156,31.73939579,21.49832164
17,1,2,4,3.9,14.6,8.57368629,32.2621713,34.95763642,24.20650599
26,0,1,2,5.3,18.4,8.267363704,36.6579537,32.35250187,22.72218073
6,1,2,5,5.7,23.4,19.17684856,38.97921433,25.83361729,16.01031982
31,1,2,4,3.3,18.9,19.96935649,48.41675179,23.71467484,7.899216888
17,1,2,4,3.3,11.9,12.50121599,28.82018448,33.74514711,24.93345243
6,1,2,5,7.5,30.3,19.37242798,40.85390947,23.25102881,16.52263374
4,1,2,6,2.8,19.9,16.06165078,37.59886433,34.86108294,11.47840195
15,0,1,3,4.1,20.5,16.30969802,38.91179992,31.84781163,12.93069044
33,0,1,2,4.5,8.9,5.999717148,30.32604084,35.32054699,28.35369502
4,1,2,6,3.2,12.8,13.32858161,13.61368496,42.62295082,30.43478261
20,1,2,4,4.4,21.4,4.121808674,22.91602584,15.65672101,57.30544448
11,1,2,6,3.9,19.7,14.64198886,40.56152459,32.86801035,11.9284762
16,0,3,7,2.8,10.2,3.357546276,16.81644238,28.0879705,51.73804084
17,1,2,4,5.1,21.4,19.47798987,40.78691079,25.00973899,14.72536034
37,0,1,3,2.6,10.3,7.022914927,32.9529641,30.32516931,29.69895167
15,0,1,3,2.9,8.6,10.76158282,37.76894015,31.88705508,19.58242195
6,1,2,5,3.9,14.2,11.07518093,26.45606055,29.10936593,33.35939258
24,1,2,6,4.1,22.8,12.4974887,31.66059769,30.55311401,25.2887996
3,0,1,3,3.4,35.6,17.53524135,29.02605724,36.88594618,16.55275523
40,0,1,3,6.3,12.0,12.97085329,34.54620866,31.03578296,21.44715508
19,1,2,6,4.7,19.7,18.47501068,38.40239214,25.84365656,17.27894062
17,1,2,4,3.2,13.5,9.963138867,30.61600624,34.85858085,24.56227405
23,1,2,4,3.0,16.4,12.14973973,49.65112416,22.77107099,15.42806512
27,0,1,2,3.2,12.8,17.60573687,47.02180594,25.37684765,9.995609542
6,1,2,5,4.5,18.7,12.79780086,42.85277947,29.99389126,14.35552841
8,1,2,5,2.4,19.2,16.79055301,37.35568559,32.5372977,13.3164637
33,0,1,2,5.8,11.6,8.623278451,35.96225536,36.66770218,18.74676401
40,0,1,3,2.6,8.7,7.824944577,43.57500616,28.86115445,19.73889482
29,0,1,3,2.5,11.7,7.110665999,35.25287932,30.32048072,27.31597396
40,0,1,3,2.4,11.6,19.69166083,31.86755431,30.81639804,17.62438683
30,0,3,7,4.2,10.1,4.424223408,27.58079699,38.04518356,29.94979605
10,0,1,2,2.7,12.8,9.154455382,36.30358803,34.56568442,19.97627216
17,1,2,4,4.0,15.1,13.27596804,31.64310592,34.67527146,20.40565458
31,1,2,4,4.3,21.9,21.66135499,41.45162948,25.68109386,11.20592166
27,0,1,2,3.8,19.4,9.053486219,34.15426252,31.10177338,25.69047789
31,1,2,4,3.5,18.3,12.23558943,41.86794012,29.72112529,16.17534515
14,1,2,5,3.3,15.6,10.25732032,30.72759539,34.42472641,24.59035788
9,1,2,4,3.5,28.4,21.11128551,38.97347355,25.83581855,14.07942238
24,1,2,6,3.5,24.5,18.75990491,50.99049128,19.07686212,11.17274168
21,1,2,5,2.8,13.8,7.667482411,24.62434995,27.54665035,40.16151728
42,0,0,0,3.2,14.5,7.389912467,41.23889051,28.87237234,22.49882469
15,0,1,3,3.4,12.0,8.316162313,28.21810845,30.00873727,33.45699196
9,1,2,4,4.2,11.6,6.984354228,26.05583393,34.11391758,32.84589426
14,1,2,5,2.8,16.8,17.70192702,37.13612136,31.11931119,14.04264043
30,0,3,7,3.8,11.2,13.30748617,33.04065226,34.02132391,19.63053766
30,0,3,7,5.2,15.7,11.23435433,39.01495879,38.22122723,11.52945965
17,1,2,4,5.8,23.3,13.17365269,40.44637997,32.66194883,13.71801851
40,0,1,3,3.4,11.5,5.314143371,42.8821847,33.3056555,18.49801642
6,1,2,5,4.0,15.7,7.159663866,32.31092437,32.59033613,27.93907563
6,1,2,5,4.9,14.5,7.968550786,45.25074373,34.98725032,11.79345516
3,0,1,3,1.9,8.4,8.263912029,32.03932023,33.48883705,26.20793069
21,1,2,5,4.5,20.4,16.34517383,47.38590465,24.62345702,11.6454645
21,1,2,5,4.4,26.7,21.15185415,41.70292107,28.56846903,8.576755749
21,1,2,5,4.0,19.7,15.57616437,43.98729313,25.68529999,14.75124251
41,1,2,4,4.4,25.4,16.00198167,48.86797127,21.35248947,13.77755759
24,1,2,6,4.3,23.3,15.91304909,45.42991679,25.94659098,12.71044314
15,0,1,3,3.9,13.7,17.63148694,42.69517007,23.29553968,16.37780331
9,1,2,4,3.8,22.5,17.04918033,42.35362998,27.21311475,13.38407494
37,0,1,3,2.8,11.0,7.212619805,27.88595976,36.31334725,28.58807319
0,0,1,3,1.9,6.5,3.910973884,29.59603757,36.18937347,30.30361508
37,0,1,3,3.2,5.7,5.615861594,27.86036898,38.3985302,28.12523923
3,0,1,3,1.7,9.4,8.23494468,34.88527512,31.92247717,24.95730304
21,1,2,5,3.9,18.6,16.87991701,39.9239215,25.89262557,17.30353592
4,1,2,6,3.5,13.4,13.12417757,37.77269894,31.26255281,17.84057068
4,1,2,6,4.3,14.8,12.25683122,35.52606919,32.28007047,19.93702912
10,0,1,2,3.6,10.7,8.415360132,29.88476954,33.71375103,27.9861193
10,0,1,2,3.0,11.5,7.060900265,43.34985403,30.88804399,18.70120171
40,0,1,3,2.2,10.2,7.972270364,36.24659569,35.15721713,20.62391681
4,1,2,6,3.8,19.3,16.6879959,35.0140773,25.79984643,22.49808037
19,1,2,6,3.1,11.2,8.256479103,32.09491011,29.19098763,30.45762316
25,0,0,1,3.7,15.7,11.06815281,30.09197267,31.08965292,27.7502216
16,0,3,7,2.5,11.4,8.055502024,22.48988244,23.3763731,46.07824244
19,1,2,6,4.5,18.4,12.73068193,35.70512188,31.85631106,19.70788513
23,1,2,4,3.2,18.9,17.47722976,42.08626912,27.73672452,12.69977659
23,1,2,4,5.8,17.7,11.12302332,47.86920397,24.76547842,16.24229429
43,0,0,0,2.3,8.8,4.425496363,25.63642618,31.14310989,38.79496756
23,1,2,4,5.9,19.0,8.418789282,47.65133973,28.26662256,15.66324843
37,0,1,3,3.9,7.4,4.970513901,32.4297537,37.20699737,25.39273502
1,0,3,8,4.7,11.8,17.46091607,28.36327482,32.31280856,21.86300055
25,0,0,1,4.3,18.6,10.7791447,40.11754257,28.42942722,20.67388552
10,0,1,2,2.6,8.6,7.549016562,40.26193953,32.26703539,19.92200851
40,0,1,3,3.5,10.3,5.602874634,39.33324461,34.31594357,20.74793718
29,0,1,3,2.4,11.7,5.984419263,32.2592068,34.63172805,27.12464589
15,0,1,3,3.6,11.4,5.947727968,30.90439452,35.25133399,27.89654352
8,1,2,5,2.5,16.6,14.27642469,31.18053913,35.21518089,19.32785528
29,0,1,3,1.8,10.2,7.772561294,29.47313511,36.0980699,26.6562337
5,0,3,8,7.5,18.0,26.95241229,23.89455528,32.0242475,17.12878493
15,0,1,3,2.6,14.5,11.59042427,45.9350557,21.99573359,20.47878644
0,0,1,3,3.6,16.3,3.986710963,38.87043189,31.56146179,25.58139535
18,0,3,7,4.2,7.6,8.644400786,33.79174853,45.97249509,11.5913556
22,0,3,7,2.9,11.0,8.438690023,35.04950495,36.99923839,19.51256664
17,1,2,4,3.4,13.5,11.94790346,28.99423359,33.08975219,25.96811075
2,0,3,7,4.0,24.9,16.84665227,42.30175872,25.33168775,15.51990127
35,0,3,7,2.9,16.4,10.89552239,33.88059701,36.26865672,18.95522388
17,1,2,4,3.2,10.8,10.52287625,27.51288872,34.33384602,27.63038901
5,0,3,8,3.5,7.6,10.6740767,13.50843605,19.9518602,55.86562705
41,1,2,4,2.4,11.0,7.097702111,18.56641135,25.30120079,49.03468575
1,0,3,8,4.5,11.2,10.14320245,23.02777149,33.8537597,32.97526636
15,0,1,3,3.6,18.2,7.269099202,33.15992018,24.52251995,35.04846066
7,0,1,2,4.4,12.4,7.569200169,34.24740787,30.25838413,27.92500783
33,0,1,2,5.8,19.5,9.265449047,41.47865186,33.02295969,16.2329394
15,0,1,3,3.0,9.7,5.576535114,20.89554394,26.60089274,46.9270282
33,0,1,2,7.0,10.8,14.39498716,30.38189054,31.9879195,23.2352028
5,0,3,8,5.8,15.0,13.72012285,28.77331197,38.66337295,18.84319224
10,0,1,2,2.3,10.0,3.720432569,17.41693704,24.41304307,54.44958731
4,1,2,6,3.3,14.3,9.680968097,36.48698203,35.60689402,18.22515585
24,1,2,6,3.8,19.3,14.31969867,45.51642107,25.69219586,14.4716844
33,0,1,2,4.2,13.9,10.37326389,39.44878472,26.91840278,23.25954861
9,1,2,4,3.5,23.0,19.89233193,35.08403361,33.02258403,12.00105042
17,1,2,4,4.4,24.3,18.02833886,35.63460959,28.48959904,17.84745252
17,1,2,4,3.0,11.0,12.86731769,31.64307472,35.79107687,19.69853073
21,1,2,5,4.5,16.0,15.90526724,41.37008757,25.33971787,17.38492731
17,1,2,4,2.9,22.0,22.16115958,33.44095624,32.17695954,12.22092464
6,1,2,5,6.9,26.7,18.60783776,40.50424774,30.46040011,10.42751439
39,1,2,4,3.2,22.9,15.04674546,40.44217087,27.38284236,17.12824131
33,0,1,2,5.2,10.2,8.989292858,37.40440052,34.88645723,18.71984939
6,1,2,5,4.4,15.9,9.862352774,44.65730098,29.17553569,16.30481056
4,1,2,6,3.1,22.2,20.50497322,43.19051262,23.14460597,13.15990819
4,1,2,6,3.3,13.0,12.19910241,34.9245206,31.78294574,21.09343125
21,1,2,5,3.5,14.3,18.17901235,45.0,23.33333333,13.48765432
26,0,1,2,4.3,14.3,8.114877996,41.10559274,33.15914489,17.62038437
26,0,1,2,6.0,18.8,10.92428411,36.89493529,34.60205849,17.5787221
9,1,2,4,3.6,22.5,20.35484432,39.81562011,26.32109932,13.50843625
9,1,2,4,3.3,19.9,18.46921111,39.51858874,26.99694996,15.01525019
38,0,1,3,1.6,16.3,10.61583578,32.72727273,35.42521994,21.23167155
24,1,2,6,3.5,17.1,13.4495104,27.66643502,28.93810294,29.94595164
24,1,2,6,3.3,11.9,8.595870781,24.00203325,30.83665899,36.56543699
